id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
5d9ea4c1-ac74-4797-8063-2c096560de2a,Joaquim Lima,1996-03-15,409.878.331-66,23177344,Albuquerque,AP,Brasil,F,0300 553 5883,40987833166@exemplo.com.br,2024-04-20
b7e319f5-6306-4b16-88d3-002c50f0a9e7,Luiz Otávio da Costa,1943-12-01,225.228.302-58,21700659,Novais do Campo,TO,Brasil,M,71 9398 3137,22522830258@exemplo.com.br,2025-10-14
4137dcd2-5020-4a8f-9567-c44e555e0668,Clara Cirino,1971-06-10,340.336.952-39,33556-059,Fogaça de Fonseca,CE,Brasil,F,0900-431-2208,34033695239@exemplo.com.br,2025-07-21
0a724a0c-ea66-4eeb-867d-accf18326b44,Ágatha Sousa,2006-09-25,930.691.011-47,09604-545,Alves do Campo,PE,Brasil,M,41 6721-5490,93069101147@exemplo.com.br,2025-06-30
5bfb4fb5-fde1-4329-b396-172c93aeeb16,Arthur Gabriel Sá,1968-03-10,222.896.337-16,66673-215,Pires,CE,Brasil,F,(011) 2019 3878,22289633716@exemplo.com.br,2025-08-15
50a2e018-4793-4e8a-bcf6-2913730159d6,Antonella Marques,1994-08-21,404.338.116-49,24949-553,Fogaça,SC,Brasil,M,(031) 7980-4575,40433811649@exemplo.com.br,2025-04-16
8439d733-dee1-4131-8a74-6506ae743f77,Theo Nunes,1987-06-11,850.482.473-80,63823427,Andrade,RO,Brasil,F,+55 11 7554-0711,85048247380@exemplo.com.br,2025-01-06
69e79fcd-74a5-45ac-9e97-1645f872ca46,Henry Abreu,1966-03-03,239.076.267-98,66716-213,Cassiano,RO,Brasil,F,+55 (021) 6843-5265,23907626798@exemplo.com.br,2024-05-31
03641561-b366-4b62-805b-54161e0ee46e,Lucas Gabriel Pereira,1984-02-16,244.657.641-88,36142810,das Neves,AM,Brasil,F,+55 (084) 8671 7686,24465764188@exemplo.com.br,2025-06-02
6564b665-1275-486b-b5cc-4ec1594a05c5,Bernardo Siqueira,1961-08-09,082.205.293-06,82004-781,Casa Grande,AC,Brasil,F,+55 81 9529-0834,08220529306@exemplo.com.br,2024-02-07
dc82074b-956c-470e-9a10-5c726219e221,Vitor Hugo Garcia,1957-06-02,530.067.304-44,13770-005,Gonçalves,PA,Brasil,M,+55 41 9250 9535,53006730444@exemplo.com.br,2025-10-24
dfdbdca7-66d8-4282-be63-edbc29afc173,Dr. Kaique Abreu,1969-12-07,191.905.064-27,95752-648,Aparecida de Minas,MS,Brasil,M,71 9118 6716,19190506427@exemplo.com.br,2024-04-14
0d5d6ab1-36a8-4aeb-babe-06302513452d,Sra. Larissa Fogaça,1970-08-21,488.458.023-73,86939-245,Fernandes Alegre,GO,Brasil,M,(031) 6334 7820,48845802373@exemplo.com.br,2024-09-22
8f94d3ae-eeb7-45be-97f1-3731d7ec99a1,Isabela Barros,1944-08-10,492.357.626-32,74670-799,Silveira das Flores,RS,Brasil,F,84 9047-6012,49235762632@exemplo.com.br,2024-05-20
a4a83fca-22a5-428c-816a-b8f004b03823,Bento Alves,1951-05-22,068.389.664-46,54985-044,Carvalho,GO,Brasil,F,+55 41 9243-2599,06838966446@exemplo.com.br,2024-04-24
bc79e5a0-364f-466a-8d8b-001d456e1a48,Cauê da Mata,1961-01-27,256.163.009-06,33226-847,Novais de Novais,RN,Brasil,F,61 7438-6275,25616300906@exemplo.com.br,2025-05-25
bff9e5b2-8e49-487a-84e7-6b98325569d1,Laura Pires,2005-07-09,735.679.950-90,67603-582,Silveira,ES,Brasil,F,+55 21 0897 0119,73567995090@exemplo.com.br,2024-08-19
15a0a7a7-79c0-47ce-b3a4-ba070e142b90,Dra. Ana Cecília Alves,1989-06-19,879.093.345-09,80533000,Rocha,AM,Brasil,M,(061) 9634-5739,87909334509@exemplo.com.br,2024-05-30
35ce2a88-e205-4d7a-b94a-0079434e0092,Sr. Davi Lucas Campos,1984-10-28,261.136.451-96,44549-843,Novais,CE,Brasil,F,(071) 7405 5856,26113645196@exemplo.com.br,2024-12-12
d31da9b9-db1f-410b-bbc1-ae595838cb1a,Sr. Davi Lucca Azevedo,1976-06-05,623.535.756-59,95938667,Carvalho Verde,ES,Brasil,F,0300-926-3461,62353575659@exemplo.com.br,2025-06-11
07b7dd29-bcf2-459a-890a-91d110866b89,Alexia Sá,1964-09-27,172.236.021-32,24758185,Cunha,AM,Brasil,M,+55 (021) 2906-6930,17223602132@exemplo.com.br,2024-11-13
95003ac7-a24d-44a8-b5f5-f9747860b3b6,Gabriel da Mota,1977-11-28,282.980.249-35,64679-359,Almeida dos Dourados,MT,Brasil,F,(084) 6385-8286,28298024935@exemplo.com.br,2024-04-16
fee16aad-1dd4-4d6d-9c9d-79560424ee91,Dr. Lorenzo Marques,1953-02-17,944.583.628-28,45452829,Teixeira de Araújo,PI,Brasil,F,(084) 5076-8991,94458362828@exemplo.com.br,2023-11-20
962407fa-7e9b-4e35-98c3-c2898314986b,Maria Clara Fogaça,1962-11-27,612.081.483-20,94951-507,Correia do Norte,AL,Brasil,M,+55 84 6336 2458,61208148320@exemplo.com.br,2025-08-03
7abfb1eb-a869-42a8-962e-f232a67699f3,Juan Alves,1948-01-07,078.792.864-34,73467436,Porto,MT,Brasil,F,0500-803-5757,07879286434@exemplo.com.br,2025-05-28
84354ab1-6e1e-4083-b191-5be51c487bdb,Ana Júlia Pinto,1945-10-13,084.054.310-19,14747645,Carvalho das Pedras,SP,Brasil,F,+55 11 5883 5172,08405431019@exemplo.com.br,2025-06-22
bcee64d5-5820-41c1-8121-1d0380ff57b0,Hadassa Rezende,1982-03-19,458.289.193-67,56648333,da Mata,RS,Brasil,F,+55 (031) 6041-3369,45828919367@exemplo.com.br,2025-07-12
b9ca1c69-270e-48ff-9136-402008708c7b,Enzo Rezende,2003-01-07,088.981.778-71,12080-802,Guerra da Prata,SC,Brasil,F,(041) 0193-6991,08898177871@exemplo.com.br,2024-11-22
07fd55bc-98de-4648-84bd-5d520f901cc4,Noah Silva,1986-02-10,337.014.490-38,62292060,Nunes da Prata,CE,Brasil,M,+55 84 0921 4184,33701449038@exemplo.com.br,2025-10-06
da0313b3-71ca-4765-8974-beb045a0731c,Sra. Gabriela Pimenta,1935-05-16,677.315.088-34,18317085,Rezende,AP,Brasil,M,11 3312-4776,67731508834@exemplo.com.br,2024-12-24
a36a8521-ef9d-4bc6-a4ee-b73e0b602a88,Cecilia Nunes,1987-05-25,313.700.148-15,00653-552,Câmara,SP,Brasil,F,0500 678 8719,31370014815@exemplo.com.br,2024-08-19
eaada984-58d4-4e59-b107-500a1277db10,Davi Luiz Câmara,2004-11-11,573.926.853-88,64040-592,Cirino,AP,Brasil,F,0800-582-8381,57392685388@exemplo.com.br,2024-11-15
98eb7ab0-25c9-4478-9be2-3daf2d0cc3ef,Dante Mendes,1960-07-08,741.945.435-87,30747-690,Vargas da Serra,AM,Brasil,M,+55 (051) 2947-8748,74194543587@exemplo.com.br,2024-07-18
45b1c428-bc29-47b7-9724-145e761944b9,Allana Lima,1955-01-26,967.639.498-69,21442-610,Nascimento,RN,Brasil,F,+55 (021) 7442 8782,96763949869@exemplo.com.br,2025-05-27
a616b884-c21a-4704-823e-ec0fb1b994b8,Lívia da Cruz,1992-04-05,726.942.055-26,53784-108,Sá,PI,Brasil,M,+55 (021) 8498-9498,72694205526@exemplo.com.br,2024-07-29
7eafa1c8-f50e-4a24-9d9a-84a065ea1c87,Bento Moreira,1939-04-28,970.784.737-04,33721022,Carvalho da Serra,PI,Brasil,F,+55 11 7564-9627,97078473704@exemplo.com.br,2024-03-25
d48f88ee-c846-407e-8685-f8d114359b3c,Dra. Alice Aparecida,1962-12-26,930.905.380-54,02049300,Pereira,PR,Brasil,M,(081) 8048-2726,93090538054@exemplo.com.br,2024-10-24
f870e80f-00d6-44b9-b591-3be7a5cbe738,Jade Gonçalves,1985-05-19,429.737.894-86,76685859,Rocha,RN,Brasil,M,21 2788 2756,42973789486@exemplo.com.br,2025-10-11
ac875a89-4e8f-4774-a22c-3c95766b3fae,Caio Cavalcanti,1975-08-23,423.107.509-64,11867196,da Mata,DF,Brasil,M,(011) 1385 8566,42310750964@exemplo.com.br,2024-07-08
bf695e44-b778-416e-be51-8cb5b22488b8,Pedro Miguel Borges,1993-05-22,623.886.091-46,63339-452,Machado,PE,Brasil,M,+55 (041) 6537-6197,62388609146@exemplo.com.br,2024-07-07
cab4ecad-e3af-4eb2-b7e2-993cfffdf200,Rebeca Lima,1955-09-02,491.023.425-88,75205389,Santos do Amparo,BA,Brasil,F,11 9020-6210,49102342588@exemplo.com.br,2024-12-17
0f5d974e-60d9-43e8-90b0-2b3f31ac9eea,Arthur Miguel da Costa,1954-08-04,995.664.569-92,70138-606,Lopes,DF,Brasil,M,+55 41 1942-8876,99566456992@exemplo.com.br,2024-06-26
3cce8703-ac5c-41cb-8b07-a9a31ebfb7c4,Davi da Rocha,1989-01-05,464.352.884-70,91312-590,Peixoto de Freitas,AL,Brasil,F,0900-265-7898,46435288470@exemplo.com.br,2025-03-16
0154f26b-eb6a-44e1-8874-2d674f7db99f,João Pedro Pastor,2007-06-18,066.818.779-53,94806884,Andrade,AC,Brasil,M,(061) 2365-3708,06681877953@exemplo.com.br,2025-02-01
9170924f-201b-4772-afdf-ee52a69a2deb,Francisco Sousa,1963-12-11,844.047.894-21,69155762,Sá Paulista,PE,Brasil,M,(081) 5384 4222,84404789421@exemplo.com.br,2024-11-01
60f14517-86b6-4449-afc6-25be63077563,Renan Cavalcante,1967-02-23,105.507.672-96,25368685,Albuquerque,CE,Brasil,F,+55 (021) 8518-7436,10550767296@exemplo.com.br,2025-02-21
a1de488a-e255-4a03-acda-92eeb59b0da0,Ryan Pastor,1945-01-17,741.662.676-61,87733-574,Barros,AC,Brasil,M,61 5341-4053,74166267661@exemplo.com.br,2024-03-14
b0038730-6854-428b-a9c6-88a29949b7c2,Srta. Ágatha da Costa,1939-10-06,944.622.369-90,03338589,Cavalcante,AM,Brasil,F,+55 84 4281 0224,94462236990@exemplo.com.br,2024-01-18
645fc443-3878-46f5-907c-b49586dad461,Maria Alice Cavalcanti,1977-11-07,689.817.982-33,54186888,Guerra,AP,Brasil,F,(051) 7148 2029,68981798233@exemplo.com.br,2024-08-30
70546b2f-6aea-41be-839a-e0438f774921,Maria Eduarda Pires,1952-06-28,626.749.773-77,31753506,Cunha de Goiás,GO,Brasil,M,+55 11 2051 4706,62674977377@exemplo.com.br,2025-09-29
35024d3d-ecbc-43b7-b075-85bc4ac52b6c,Dr. Enzo Gabriel Ferreira,1967-03-14,569.199.292-09,22162776,Machado de Pimenta,ES,Brasil,F,0300 659 2628,56919929209@exemplo.com.br,2024-10-07
504a1f75-94e6-4e59-8f0a-0b4dc7442164,Giovanna Costa,1981-05-21,259.562.478-47,94260-016,Pastor de Costa,CE,Brasil,M,11 3114-1102,25956247847@exemplo.com.br,2024-08-21
e6a0572a-d789-48c9-899b-f46d147a72d2,Daniel Martins,1978-05-01,089.523.646-28,17877613,Câmara,ES,Brasil,F,+55 (061) 5356 5007,08952364628@exemplo.com.br,2025-07-27
3689cfd3-cad6-41cf-9109-8fc7fd7efde1,José Pedro Montenegro,1989-12-13,122.436.644-03,10935-916,Nunes Grande,PI,Brasil,M,(031) 6525 5766,12243664403@exemplo.com.br,2024-06-22
f345f6ed-549b-40c0-bbd2-b6cf2db69f05,Carlos Eduardo Rodrigues,1961-06-15,599.730.843-79,70356586,Fonseca,GO,Brasil,M,+55 84 6534-7704,59973084379@exemplo.com.br,2025-11-07
48b240aa-1258-4905-88f3-89be787a236a,João Miguel Rocha,1988-11-25,507.339.421-04,94525025,Azevedo de da Cunha,MG,Brasil,M,+55 (081) 4854-6160,50733942104@exemplo.com.br,2024-08-17
99da7fb9-b946-407c-9396-93ef69d6cf15,Gael Henrique Sá,2000-04-16,278.940.211-99,02645609,Leão,MA,Brasil,M,(041) 1913 1911,27894021199@exemplo.com.br,2024-10-09
d10f1558-9434-4f67-9858-16e33699b07c,José Pedro Vargas,1966-01-10,036.410.858-39,38495-813,Lima,PB,Brasil,F,81 4914 0075,03641085839@exemplo.com.br,2024-07-01
b8c8f62d-f34f-4eae-bac7-cbd102cbf490,Letícia da Rocha,1976-06-09,135.707.184-98,90778-661,Silva Verde,PE,Brasil,F,+55 (031) 6890 5315,13570718498@exemplo.com.br,2025-06-15
e00fcab3-66bc-4989-939d-f4b6396a88ec,Eduardo Cirino,1955-02-16,714.781.312-10,63355-896,Ramos das Pedras,RO,Brasil,F,(061) 8906 8393,71478131210@exemplo.com.br,2025-03-17
7a29c904-d095-41b2-aba1-8e62fce69e4d,Luana Correia,1945-11-26,693.958.917-16,19182243,Aragão de Barros,MG,Brasil,M,0900 072 2024,69395891716@exemplo.com.br,2025-06-30
b0641a4d-eb66-47fb-99d9-d92a3cff8160,Marcos Vinicius Pinto,1990-12-30,974.900.152-37,31436719,Duarte da Praia,AC,Brasil,F,21 4740 4370,97490015237@exemplo.com.br,2025-01-03
819bb27a-4a94-4320-839d-70f226a4c313,Theodoro Oliveira,1942-03-23,259.604.719-94,95545515,Pires,SC,Brasil,F,+55 71 6082 3824,25960471994@exemplo.com.br,2024-10-12
35956be3-f473-456a-8efa-2d8cdbcb62b2,Isaque Carvalho,1981-07-22,989.457.482-63,19391190,Lima Paulista,MG,Brasil,M,31 3548 8237,98945748263@exemplo.com.br,2024-06-16
0e6c52de-29d0-472d-9dfa-005b6075de9d,Manuela Siqueira,1943-02-20,313.253.278-11,10049-306,Azevedo,PR,Brasil,M,0900-974-5672,31325327811@exemplo.com.br,2024-03-08
441832c9-c396-4294-bcd2-d9a67f793145,Bruno Teixeira,1976-02-16,478.335.386-43,49035576,Leão Verde,RS,Brasil,F,0800-200-7457,47833538643@exemplo.com.br,2025-08-10
e0e4bf81-f445-4e83-a863-422baa766337,Dante Novais,1973-10-10,007.772.007-08,00748761,Pimenta Alegre,PB,Brasil,M,84 2169 4772,00777200708@exemplo.com.br,2024-12-10
683f8c9a-280a-40a9-8870-ec190f62879a,Bruno da Mota,2004-10-26,620.079.590-58,95492585,Fogaça de Barros,SC,Brasil,F,0900 975 8752,62007959058@exemplo.com.br,2025-07-04
8cd8dfc2-bac3-4a90-b224-f6158ec52231,Pedro Henrique Santos,1956-08-07,148.983.114-65,92383-596,Aparecida de Barros,GO,Brasil,M,(011) 9021 4014,14898311465@exemplo.com.br,2024-10-31
518d1896-7a37-4b12-96e3-debd2e3405e5,Thales Silva,1972-03-07,601.356.527-71,10016-395,Campos,PB,Brasil,M,+55 81 3087 4628,60135652771@exemplo.com.br,2024-06-13
52a27e9c-9f2d-4028-ae14-d5298c5143e8,Francisco Marques,1989-11-20,773.242.594-00,43635014,Santos Grande,AL,Brasil,M,+55 71 5016-6144,77324259400@exemplo.com.br,2024-11-14
853be61d-6523-4ef2-b3f4-ac1a3cf5b2db,Sabrina Vieira,1960-03-12,365.352.825-83,31397-174,Nascimento do Sul,MA,Brasil,F,+55 (011) 0502 2499,36535282583@exemplo.com.br,2025-06-23
6e101fae-249d-4967-afe2-7b6689382835,Stephany da Rocha,1939-07-30,209.599.046-88,88858512,Rocha,TO,Brasil,F,+55 (011) 2366-7294,20959904688@exemplo.com.br,2025-09-02
fa89a41d-6185-4dd2-b491-6653764bb692,Pedro Miguel Rocha,1947-02-19,013.095.320-72,27690-658,Monteiro,AC,Brasil,F,+55 (071) 7379 8177,01309532072@exemplo.com.br,2025-09-30
7a5c9556-3f45-4453-9e47-9858c3434a65,Francisco da Mota,1938-03-05,378.793.129-19,31542-235,Cavalcante Paulista,TO,Brasil,M,11 5126 6649,37879312919@exemplo.com.br,2024-05-12
b80e3dfc-6720-4904-a6ed-f5816f0ace2e,Bruna Costela,1940-11-23,038.716.475-19,28148-337,Pastor,MT,Brasil,F,+55 (081) 1324 3900,03871647519@exemplo.com.br,2025-03-23
df0ac94e-7bbf-4cbc-aa17-cc0278fb1944,Guilherme Andrade,1974-12-02,248.654.062-78,45715464,Farias,MS,Brasil,F,31 4518-1850,24865406278@exemplo.com.br,2024-09-25
229e6c51-47cd-4238-b4d7-37444ce62f6d,Amanda Macedo,1962-02-22,061.031.425-26,86663564,Camargo da Praia,SP,Brasil,M,(051) 8477 1361,06103142526@exemplo.com.br,2025-10-08
8eaedf7f-1df6-4976-963c-d0ac3cf74056,Caio Aparecida,1949-01-17,548.005.721-80,18938074,Oliveira,MG,Brasil,F,+55 (041) 5301-2857,54800572180@exemplo.com.br,2025-04-13
9dfde5e6-abf5-4b54-a5af-36ef466b7e3b,Benjamim Lima,1969-07-24,378.902.144-74,29727763,Sampaio,MS,Brasil,F,0500 534 2677,37890214474@exemplo.com.br,2024-07-15
ac18a7ba-57d9-4a25-ae43-20026a09ffb2,Maria Júlia da Paz,1992-10-31,712.930.012-05,90729-493,Jesus de Novais,MA,Brasil,M,61 5345 2403,71293001205@exemplo.com.br,2024-10-09
c4d410f8-5932-4ccb-a174-3e12af5b6d93,Gabrielly Carvalho,1960-05-10,256.640.972-06,20425056,Souza do Sul,PI,Brasil,M,0800-441-8692,25664097206@exemplo.com.br,2024-01-18
abc2b874-27da-4c18-b369-baf2fac7ae70,Bárbara Pires,1962-04-22,684.557.218-53,16035-208,Gonçalves,TO,Brasil,F,0800 515 1253,68455721853@exemplo.com.br,2023-12-21
4eed7ad6-4102-4282-a3e7-02accaab342b,Sr. Vitor Aparecida,1969-09-17,099.278.277-69,43223512,das Neves,BA,Brasil,M,+55 (084) 4535 1025,09927827769@exemplo.com.br,2023-12-15
7ad598dc-11e6-4efd-9ff0-bf5bc0bebed1,Maya Ribeiro,1999-05-09,522.414.391-84,73143-922,Moreira de Cardoso,PR,Brasil,M,21 1355-1198,52241439184@exemplo.com.br,2025-10-27
48954da9-fa47-4edb-9f27-2936b8d41134,Emanuelly Oliveira,2005-07-01,959.077.091-40,17403323,Oliveira das Pedras,RO,Brasil,F,11 5696-9101,95907709140@exemplo.com.br,2024-01-05
fbba6975-2d38-460c-9ddc-7dcfa558ce67,Nicolas Cavalcanti,1980-05-08,037.866.598-66,74770900,da Mata de Costela,CE,Brasil,F,0300-394-7183,03786659866@exemplo.com.br,2025-03-18
b4ef3c07-2e57-4365-9096-1d1170e80251,Mirella Garcia,1950-05-18,897.279.833-94,61235646,Borges,PI,Brasil,M,+55 51 6658 5053,89727983394@exemplo.com.br,2025-11-11
28c3077a-f263-4639-a5ae-11c47684f549,Gael Henrique Montenegro,2006-09-13,879.799.373-35,21853691,Guerra,MA,Brasil,M,(041) 8531 9712,87979937335@exemplo.com.br,2025-10-20
402aa2c7-9cd7-426c-81a5-a269702d7af6,Bárbara Pereira,2000-02-29,614.637.736-68,22173-472,Macedo,RR,Brasil,F,21 3534-9799,61463773668@exemplo.com.br,2025-04-30
f41c685f-be46-4f86-a058-e68b5e3cf743,Dr. Anthony Carvalho,1958-10-17,387.736.421-84,62964169,Pereira das Flores,TO,Brasil,F,(061) 1314 4328,38773642184@exemplo.com.br,2025-03-14
eba2fab4-0b3f-4bb0-a7bf-b8afdaa567ac,Eloá Costa,1993-05-13,525.557.966-99,51814-458,Gonçalves,CE,Brasil,F,21 2162-3129,52555796699@exemplo.com.br,2023-12-21
d85b4f60-ff81-4a33-8b72-34762f9a3860,José Alves,1945-02-26,146.943.779-21,06142765,Nogueira,DF,Brasil,F,+55 84 0990 7285,14694377921@exemplo.com.br,2024-04-24
24d9baaf-9c7a-45ea-96cf-7c0b1c5d4446,Heloisa Rocha,1975-02-26,727.021.976-34,37502-756,Barbosa,GO,Brasil,M,(084) 4294 4366,72702197634@exemplo.com.br,2025-04-28
182ff7cd-412d-4309-95b5-3bfc2003a9be,Gabrielly Moraes,1974-08-27,198.665.040-45,72219-010,da Mata,MT,Brasil,F,51 7986 4786,19866504045@exemplo.com.br,2025-01-13
f1a4c616-d873-4671-93bc-35e89509ca94,Bento Pires,1942-01-20,295.135.762-98,35245728,Guerra de Sales,BA,Brasil,M,+55 (084) 1516 3610,29513576298@exemplo.com.br,2024-05-03
644c93fb-dcd5-4204-9839-f5d5370507e9,Dr. Pedro Lucas Guerra,1972-02-05,449.444.540-73,24217369,Araújo,RO,Brasil,M,+55 (051) 5572-0322,44944454073@exemplo.com.br,2023-11-18
7f54716e-ce98-424b-a93f-8165be47dd6b,Yan Carvalho,1980-11-16,985.668.295-34,35353908,Pimenta da Mata,AM,Brasil,M,+55 (041) 1187-0344,98566829534@exemplo.com.br,2025-05-04
f67efda4-1259-4fbc-9570-01be218b4c8e,Benicio Pacheco,1999-06-10,599.428.320-83,61013-488,Correia das Flores,PI,Brasil,M,(061) 3254 1416,59942832083@exemplo.com.br,2025-04-29
dfb53154-b7fd-4835-b7ec-9bd0d7423955,João Gabriel Aparecida,1941-09-11,453.854.976-72,67754-548,Guerra,PB,Brasil,F,+55 (071) 7527-2694,45385497672@exemplo.com.br,2025-04-18
31739814-f21c-4509-ad65-9d3ce94481b0,Sr. Davi Lucas Sá,1976-12-09,335.524.659-25,21890383,Dias Verde,RR,Brasil,F,+55 (084) 9828 9510,33552465925@exemplo.com.br,2025-10-30
d9405c1d-a7d9-4fb4-a78d-d0e6313ad54e,Sra. Bella da Cruz,1964-04-10,911.088.129-87,28464893,Castro,TO,Brasil,M,+55 (011) 2715 7837,91108812987@exemplo.com.br,2025-03-25
8d55b6d3-d5e2-4947-b546-1bc0c9dffcee,Davi Lucas Fonseca,1952-10-21,999.996.061-76,52478-728,Rocha da Praia,PI,Brasil,M,(084) 0417 3956,99999606176@exemplo.com.br,2025-03-14
36cf4698-ffd9-463b-b0d5-ffec1c3ba98f,Srta. Bruna Câmara,1982-09-13,611.808.699-68,85474-688,Carvalho de Goiás,RR,Brasil,M,84 0395-1330,61180869968@exemplo.com.br,2024-09-26
1a03f745-5e65-41f0-8f2d-19f1bbb10a4c,João Gabriel Rezende,1957-05-26,534.393.574-19,39514551,Camargo do Galho,AM,Brasil,F,+55 81 7876-9382,53439357419@exemplo.com.br,2025-08-30
74b77a9e-a13d-48de-88f7-4a84ac0cf9cf,Yasmin Vargas,1966-10-30,962.382.281-28,61865796,Brito de Minas,RS,Brasil,M,51 1068 9602,96238228128@exemplo.com.br,2025-02-27
9cfc0b9e-c92c-44db-ba79-b94805990a48,Helena da Rosa,2007-05-20,746.591.081-26,98904-464,Novaes,RO,Brasil,F,0900 230 5605,74659108126@exemplo.com.br,2024-09-27
3820ce63-5444-4368-bfcd-37aea9020464,Manuella Costela,1967-06-04,291.517.491-63,04893905,Pinto,SP,Brasil,M,0800 015 1315,29151749163@exemplo.com.br,2025-10-17
1608876a-b2a6-4ffd-b8f0-9807c3c4e2ae,Kamilly Borges,1946-05-02,871.411.591-32,84491439,Moura,MT,Brasil,F,(011) 0080 0295,87141159132@exemplo.com.br,2023-11-30
38dcae99-b262-4fbd-8d70-b2b06caf753d,Luiz Miguel Silva,2006-03-20,395.306.804-00,94675075,Câmara do Sul,RR,Brasil,F,(061) 0109-2999,39530680400@exemplo.com.br,2025-05-10
d821229c-23e8-4a63-ad2c-86e6de53a2e1,Kamilly Cavalcante,1985-07-27,204.975.590-16,06477565,Araújo de Porto,TO,Brasil,M,0800-092-8341,20497559016@exemplo.com.br,2025-06-21
4c4dffa7-b641-4189-9e9d-552ece978525,Amanda Duarte,1960-05-21,271.933.194-90,36726-485,Câmara,GO,Brasil,M,0300 121 6667,27193319490@exemplo.com.br,2024-06-19
24926151-de88-47fa-98c3-f106fa2394fd,Davi Miguel Oliveira,1999-05-20,429.645.598-47,92415-391,Gonçalves,MT,Brasil,F,41 9579-5692,42964559847@exemplo.com.br,2025-05-05
e2d7a742-862a-46f6-a2f2-b2aae7822763,Davi Luiz Rios,2006-06-06,860.900.229-72,17989864,Santos,PB,Brasil,M,11 5169-4546,86090022972@exemplo.com.br,2025-04-16
589747f8-e5a8-4730-b9a3-bbe14fd5ea26,Emilly Casa Grande,1949-09-15,074.755.918-24,09552-627,Barros,PI,Brasil,M,81 9783 1498,07475591824@exemplo.com.br,2025-04-27
d5349a26-899a-4315-aa79-a9ce2521f2ea,Lucas Gabriel da Cruz,1990-02-02,045.042.695-19,18777-135,Cavalcante de da Rosa,ES,Brasil,M,+55 (051) 2204-3496,04504269519@exemplo.com.br,2024-06-09
703751b6-b563-4ccf-925f-2c9cc9fced96,Joana Almeida,1963-05-02,047.611.494-76,13082-930,Costa da Serra,SP,Brasil,M,(021) 8352 7719,04761149476@exemplo.com.br,2025-11-04
1c426bcd-e5b9-4efa-9281-a6e1fe8e7dc3,Davi Luiz Casa Grande,1996-01-10,548.647.201-66,61982-027,Abreu Verde,AL,Brasil,F,81 7505-3305,54864720166@exemplo.com.br,2023-12-14
ac597b4d-734e-4f75-b121-914c44897d65,Maria Sophia Leão,1998-12-16,311.920.446-19,53681176,Camargo dos Dourados,AL,Brasil,F,+55 51 3426 3081,31192044619@exemplo.com.br,2025-05-29
95f8531a-1471-4372-846e-ff57acc0f85d,Isabella Freitas,1986-03-06,871.160.612-26,98924445,Casa Grande,BA,Brasil,M,+55 31 3942 1337,87116061226@exemplo.com.br,2024-06-11
ac47ec2a-3d45-49e4-ad3f-a0a80a676421,Mirella Montenegro,1964-06-20,184.013.677-45,39048546,Silva de Mendes,PE,Brasil,F,+55 (021) 1508-3495,18401367745@exemplo.com.br,2024-06-02
